record_id,triage_time,date,hour,weekday,month,shift,department,pharmacy_unit,priority,occurrence_type,prescriptions_count,pharmacists_on_shift,triage_time_minutes,triage_sla_minutes,delay_flag,on_time_flag,analysis_completed_flag,delivery_time_minutes,delivery_delay_flag
4349,2025-06-07 09:45:00,2025-06-07,9,Saturday,2025-06,Morning,Pronto Socorro,Satelite A,Routine,High Demand,39,2,94,60,1,0,1,143,1
4350,2025-06-07 16:42:00,2025-06-07,16,Saturday,2025-06,Afternoon,Clinica Medica A,Satelite A,Stat,Stock Check,14,1,70,60,1,0,1,69,0
4351,2025-06-07 09:32:00,2025-06-07,9,Saturday,2025-06,Morning,UTI Adulto,Urgencia,Routine,High Demand,18,3,36,60,0,1,1,51,0
4352,2025-06-07 16:08:00,2025-06-07,16,Saturday,2025-06,Afternoon,Pronto Socorro,Central,Stat,High Demand,24,2,45,60,0,1,1,59,0
4353,2025-06-07 17:30:00,2025-06-07,17,Saturday,2025-06,Afternoon,Clinica Medica A,Central,Routine,Stock Check,19,4,55,60,0,1,1,84,1
4354,2025-06-07 08:25:00,2025-06-07,8,Saturday,2025-06,Morning,Clinica Medica A,Central,Urgent,Normal Flow,17,1,39,60,0,1,1,58,0
4355,2025-06-07 08:19:00,2025-06-07,8,Saturday,2025-06,Morning,Maternidade,Satelite A,Routine,Normal Flow,12,2,27,60,0,1,1,42,0
4356,2025-06-07 14:48:00,2025-06-07,14,Saturday,2025-06,Afternoon,Cirurgica II B,Urgencia,Routine,Normal Flow,18,2,46,60,0,1,1,63,0
4357,2025-06-07 16:14:00,2025-06-07,16,Saturday,2025-06,Afternoon,UTI Adulto,Satelite A,Urgent,Staff Shortage,26,1,81,60,1,0,1,101,1
4358,2025-06-07 11:10:00,2025-06-07,11,Saturday,2025-06,Morning,Pediatria,Central,Routine,Normal Flow,6,2,35,60,0,1,1,37,0
4359,2025-06-07 16:18:00,2025-06-07,16,Saturday,2025-06,Afternoon,Clinica Medica A,Central,Routine,Normal Flow,18,4,38,60,0,1,1,33,0
4360,2025-06-07 14:49:00,2025-06-07,14,Saturday,2025-06,Afternoon,Pediatria,Urgencia,Routine,Normal Flow,9,3,27,60,0,1,1,39,0
4361,2025-06-07 22:50:00,2025-06-07,22,Saturday,2025-06,Night,Clinica Medica B,Satelite A,Routine,Stock Check,13,2,37,60,0,1,1,47,0
4362,2025-06-07 07:23:00,2025-06-07,7,Saturday,2025-06,Morning,Pronto Socorro,Central,Routine,Normal Flow,13,4,34,60,0,1,1,53,0
4363,2025-06-07 13:51:00,2025-06-07,13,Saturday,2025-06,Afternoon,Clinica Medica A,Satelite B,Routine,High Demand,21,2,36,60,0,1,1,64,0
4364,2025-06-07 11:42:00,2025-06-07,11,Saturday,2025-06,Morning,Pediatria,Central,Urgent,Normal Flow,15,2,42,60,0,1,1,66,0
4365,2025-06-07 14:30:00,2025-06-07,14,Saturday,2025-06,Afternoon,Maternidade,Satelite B,Routine,Staff Shortage,10,1,63,60,1,0,1,56,0
4366,2025-06-07 10:30:00,2025-06-07,10,Saturday,2025-06,Morning,Clinica Medica A,Central,Routine,Staff Shortage,26,2,65,60,1,0,1,63,0
4367,2025-06-07 09:40:00,2025-06-07,9,Saturday,2025-06,Morning,Pediatria,Central,Routine,Normal Flow,9,3,26,60,0,1,1,27,0
4368,2025-06-07 08:57:00,2025-06-07,8,Saturday,2025-06,Morning,Cirurgica II B,Urgencia,Urgent,Normal Flow,15,2,30,60,0,1,1,37,0
4369,2025-06-07 13:33:00,2025-06-07,13,Saturday,2025-06,Afternoon,Ortopedia,Central,Routine,High Demand,22,3,43,60,0,1,1,62,0
4370,2025-06-07 17:48:00,2025-06-07,17,Saturday,2025-06,Afternoon,Clinica Medica A,Urgencia,Urgent,High Demand,25,2,67,60,1,0,1,63,0
4371,2025-06-07 14:02:00,2025-06-07,14,Saturday,2025-06,Afternoon,Pronto Socorro,Central,Routine,Normal Flow,14,4,45,60,0,1,1,62,0
4372,2025-06-07 09:42:00,2025-06-07,9,Saturday,2025-06,Morning,Pronto Socorro,Central,Stat,High Demand,36,3,75,60,1,0,1,111,1
4373,2025-06-07 17:28:00,2025-06-07,17,Saturday,2025-06,Afternoon,Clinica Medica A,Central,Urgent,Stock Check,12,2,42,60,0,1,1,75,0
4374,2025-06-07 07:16:00,2025-06-07,7,Saturday,2025-06,Morning,Cirurgica II A,Satelite A,Urgent,Normal Flow,17,3,31,60,0,1,1,56,0
4375,2025-06-07 18:47:00,2025-06-07,18,Saturday,2025-06,Night,Clinica Medica A,Urgencia,Routine,Normal Flow,13,1,24,60,0,1,1,39,0
4376,2025-06-07 17:56:00,2025-06-07,17,Saturday,2025-06,Afternoon,Pronto Socorro,Central,Urgent,System Delay,20,2,58,60,0,1,1,57,0
4377,2025-06-08 18:45:00,2025-06-08,18,Sunday,2025-06,Night,Clinica Medica A,Satelite B,Urgent,Normal Flow,15,1,34,60,0,1,1,37,0
4378,2025-06-08 13:30:00,2025-06-08,13,Sunday,2025-06,Afternoon,Cirurgica II B,Central,Routine,Normal Flow,20,3,35,60,0,1,1,67,0
4379,2025-06-08 20:28:00,2025-06-08,20,Sunday,2025-06,Night,Clinica Medica B,Satelite A,Routine,Normal Flow,15,1,32,60,0,1,1,39,0
4380,2025-06-08 10:14:00,2025-06-08,10,Sunday,2025-06,Morning,Pronto Socorro,Satelite B,Routine,High Demand,28,3,55,60,0,1,1,70,0
4381,2025-06-08 09:20:00,2025-06-08,9,Sunday,2025-06,Morning,UTI Adulto,Central,Routine,High Demand,16,1,45,60,0,1,1,74,0
4382,2025-06-08 15:10:00,2025-06-08,15,Sunday,2025-06,Afternoon,Pronto Socorro,Satelite A,Routine,System Delay,29,1,71,60,1,0,1,83,1
4383,2025-06-08 10:11:00,2025-06-08,10,Sunday,2025-06,Morning,Pronto Socorro,Central,Urgent,Normal Flow,15,1,52,60,0,1,1,74,0
4384,2025-06-08 11:34:00,2025-06-08,11,Sunday,2025-06,Morning,Pediatria,Urgencia,Routine,Normal Flow,12,3,39,60,0,1,1,63,0
4385,2025-06-08 15:27:00,2025-06-08,15,Sunday,2025-06,Afternoon,Pronto Socorro,Satelite A,Urgent,Normal Flow,22,3,53,60,0,1,1,46,0
4386,2025-06-08 14:20:00,2025-06-08,14,Sunday,2025-06,Afternoon,Clinica Medica A,Urgencia,Stat,High Demand,20,1,59,60,0,1,1,67,0
4387,2025-06-08 20:20:00,2025-06-08,20,Sunday,2025-06,Night,Oncologia,Satelite A,Routine,High Demand,15,4,52,60,0,1,1,63,0
4388,2025-06-08 16:32:00,2025-06-08,16,Sunday,2025-06,Afternoon,Pronto Socorro,Central,Urgent,Normal Flow,18,1,55,60,0,1,1,74,0
4389,2025-06-08 15:49:00,2025-06-08,15,Sunday,2025-06,Afternoon,Ortopedia,Central,Routine,Normal Flow,9,3,34,60,0,1,0,51,0
4390,2025-06-08 20:09:00,2025-06-08,20,Sunday,2025-06,Night,Ortopedia,Central,Urgent,Normal Flow,12,2,33,60,0,1,1,62,0
4391,2025-06-08 18:10:00,2025-06-08,18,Sunday,2025-06,Night,Clinica Medica B,Central,Routine,High Demand,20,3,53,60,0,1,1,58,0
4392,2025-06-08 16:22:00,2025-06-08,16,Sunday,2025-06,Afternoon,Cirurgica II A,Central,Stat,High Demand,22,3,55,60,0,1,1,88,1
4393,2025-06-08 15:29:00,2025-06-08,15,Sunday,2025-06,Afternoon,Oncologia,Central,Urgent,Normal Flow,12,3,46,60,0,1,1,37,0
4394,2025-06-08 16:41:00,2025-06-08,16,Sunday,2025-06,Afternoon,Pronto Socorro,Satelite A,Urgent,High Demand,35,1,100,60,1,0,1,114,1
4395,2025-06-08 07:56:00,2025-06-08,7,Sunday,2025-06,Morning,Pediatria,Central,Routine,Normal Flow,8,2,26,60,0,1,1,47,0
4396,2025-06-08 16:34:00,2025-06-08,16,Sunday,2025-06,Afternoon,Pronto Socorro,Central,Routine,Stock Check,23,3,65,60,1,0,1,79,1
4397,2025-06-08 15:36:00,2025-06-08,15,Sunday,2025-06,Afternoon,Clinica Medica B,Central,Routine,Stock Check,22,1,68,60,1,0,1,75,0
4398,2025-06-08 19:57:00,2025-06-08,19,Sunday,2025-06,Night,Pronto Socorro,Urgencia,Routine,Staff Shortage,32,3,64,60,1,0,1,84,1
4399,2025-06-08 10:51:00,2025-06-08,10,Sunday,2025-06,Morning,Maternidade,Satelite B,Routine,Normal Flow,7,3,34,60,0,1,1,60,0
4400,2025-06-09 10:29:00,2025-06-09,10,Monday,2025-06,Morning,Cirurgica II A,Urgencia,Routine,Normal Flow,13,2,35,60,0,1,1,55,0
4401,2025-06-09 18:52:00,2025-06-09,18,Monday,2025-06,Night,Cirurgica II A,Urgencia,Routine,High Demand,17,3,46,60,0,1,1,40,0
4402,2025-06-09 13:34:00,2025-06-09,13,Monday,2025-06,Afternoon,Cirurgica II A,Central,Urgent,Normal Flow,12,2,32,60,0,1,1,62,0
4403,2025-06-09 17:39:00,2025-06-09,17,Monday,2025-06,Afternoon,Pediatria,Central,Routine,High Demand,8,3,38,60,0,1,1,46,0
4404,2025-06-09 17:29:00,2025-06-09,17,Monday,2025-06,Afternoon,Pediatria,Satelite B,Urgent,High Demand,13,1,62,60,1,0,1,68,0
4405,2025-06-09 12:47:00,2025-06-09,12,Monday,2025-06,Afternoon,Clinica Medica A,Urgencia,Routine,Stock Check,29,4,59,60,0,1,1,94,1
4406,2025-06-09 19:49:00,2025-06-09,19,Monday,2025-06,Night,Cirurgica II B,Central,Stat,Normal Flow,7,2,27,60,0,1,1,34,0
4407,2025-06-09 17:39:00,2025-06-09,17,Monday,2025-06,Afternoon,Clinica Medica B,Central,Routine,High Demand,20,2,52,60,0,1,1,51,0
4408,2025-06-09 16:26:00,2025-06-09,16,Monday,2025-06,Afternoon,Clinica Medica B,Central,Routine,High Demand,18,2,55,60,0,1,1,71,0
4409,2025-06-09 16:16:00,2025-06-09,16,Monday,2025-06,Afternoon,Oncologia,Central,Urgent,Normal Flow,14,1,46,60,0,1,1,60,0
4410,2025-06-09 14:21:00,2025-06-09,14,Monday,2025-06,Afternoon,UTI Adulto,Central,Stat,Staff Shortage,14,1,74,60,1,0,1,109,1
4411,2025-06-09 18:09:00,2025-06-09,18,Monday,2025-06,Night,Pronto Socorro,Central,Urgent,High Demand,32,2,77,60,1,0,1,90,1
4412,2025-06-09 14:30:00,2025-06-09,14,Monday,2025-06,Afternoon,Cirurgica II B,Urgencia,Routine,Stock Check,22,2,62,60,1,0,1,101,1
4413,2025-06-09 15:01:00,2025-06-09,15,Monday,2025-06,Afternoon,Pediatria,Central,Routine,High Demand,11,2,46,60,0,1,1,64,0
4414,2025-06-09 07:17:00,2025-06-09,7,Monday,2025-06,Morning,Cirurgica II A,Urgencia,Routine,High Demand,18,2,47,60,0,1,1,64,0
4415,2025-06-09 17:01:00,2025-06-09,17,Monday,2025-06,Afternoon,Clinica Medica A,Satelite A,Routine,Stock Check,16,3,55,60,0,1,1,100,1
4416,2025-06-09 07:05:00,2025-06-09,7,Monday,2025-06,Morning,Pediatria,Central,Urgent,Normal Flow,13,2,32,60,0,1,1,43,0
4417,2025-06-09 17:15:00,2025-06-09,17,Monday,2025-06,Afternoon,Pediatria,Central,Routine,Normal Flow,12,2,48,60,0,1,1,59,0
4418,2025-06-09 08:19:00,2025-06-09,8,Monday,2025-06,Morning,Maternidade,Central,Urgent,Normal Flow,11,2,32,60,0,1,1,52,0
4419,2025-06-09 09:24:00,2025-06-09,9,Monday,2025-06,Morning,Pediatria,Central,Urgent,Normal Flow,8,2,31,60,0,1,1,53,0
4420,2025-06-09 07:39:00,2025-06-09,7,Monday,2025-06,Morning,Pronto Socorro,Central,Routine,Normal Flow,25,1,48,60,0,1,1,62,0
4421,2025-06-09 17:40:00,2025-06-09,17,Monday,2025-06,Afternoon,Cirurgica II B,Urgencia,Routine,High Demand,12,3,61,60,1,0,1,92,1
4422,2025-06-09 14:34:00,2025-06-09,14,Monday,2025-06,Afternoon,Cirurgica II A,Central,Urgent,Stock Check,19,3,56,60,0,1,1,66,0
4423,2025-06-09 19:51:00,2025-06-09,19,Monday,2025-06,Night,UTI Adulto,Satelite A,Urgent,Normal Flow,11,2,30,60,0,1,1,33,0
4424,2025-06-09 20:39:00,2025-06-09,20,Monday,2025-06,Night,Cirurgica II A,Central,Routine,High Demand,23,2,51,60,0,1,1,62,0
4425,2025-06-09 12:24:00,2025-06-09,12,Monday,2025-06,Afternoon,Pronto Socorro,Satelite A,Routine,High Demand,23,4,55,60,0,1,1,57,0
4426,2025-06-09 10:54:00,2025-06-09,10,Monday,2025-06,Morning,Maternidade,Central,Routine,Normal Flow,14,3,30,60,0,1,1,18,0
4427,2025-06-09 17:23:00,2025-06-09,17,Monday,2025-06,Afternoon,Cirurgica II A,Central,Stat,High Demand,22,2,54,60,0,1,1,80,1
4428,2025-06-09 18:42:00,2025-06-09,18,Monday,2025-06,Night,Oncologia,Central,Stat,High Demand,15,2,45,60,0,1,1,66,0
4429,2025-06-09 17:33:00,2025-06-09,17,Monday,2025-06,Afternoon,Clinica Medica B,Satelite B,Routine,High Demand,9,1,47,60,0,1,1,53,0
4430,2025-06-09 08:26:00,2025-06-09,8,Monday,2025-06,Morning,Clinica Medica A,Central,Stat,High Demand,15,2,41,60,0,1,1,62,0
4431,2025-06-10 13:02:00,2025-06-10,13,Tuesday,2025-06,Afternoon,Cirurgica II A,Satelite A,Routine,High Demand,28,2,61,60,1,0,1,51,0
4432,2025-06-10 13:21:00,2025-06-10,13,Tuesday,2025-06,Afternoon,Pronto Socorro,Central,Routine,Normal Flow,30,1,54,60,0,1,1,66,0
4433,2025-06-10 08:37:00,2025-06-10,8,Tuesday,2025-06,Morning,Cirurgica II A,Satelite B,Stat,High Demand,18,3,42,60,0,1,1,45,0
4434,2025-06-10 20:44:00,2025-06-10,20,Tuesday,2025-06,Night,Cirurgica II B,Urgencia,Routine,Normal Flow,10,3,21,60,0,1,1,30,0
4435,2025-06-10 18:24:00,2025-06-10,18,Tuesday,2025-06,Night,Clinica Medica B,Central,Urgent,High Demand,17,2,57,60,0,1,1,68,0
4436,2025-06-10 15:32:00,2025-06-10,15,Tuesday,2025-06,Afternoon,Cirurgica II B,Central,Routine,System Delay,21,2,73,60,1,0,1,79,1
4437,2025-06-10 15:01:00,2025-06-10,15,Tuesday,2025-06,Afternoon,Cirurgica II B,Urgencia,Routine,High Demand,23,2,43,60,0,1,1,63,0
4438,2025-06-10 12:31:00,2025-06-10,12,Tuesday,2025-06,Afternoon,Ortopedia,Central,Urgent,Stock Check,25,2,71,60,1,0,1,78,1
4439,2025-06-10 12:29:00,2025-06-10,12,Tuesday,2025-06,Afternoon,UTI Adulto,Central,Stat,Normal Flow,9,2,42,60,0,1,1,67,0
4440,2025-06-10 17:47:00,2025-06-10,17,Tuesday,2025-06,Afternoon,Maternidade,Urgencia,Urgent,System Delay,13,2,62,60,1,0,1,88,1
4441,2025-06-10 17:32:00,2025-06-10,17,Tuesday,2025-06,Afternoon,Cirurgica II B,Central,Routine,High Demand,29,4,63,60,1,0,1,90,1
4442,2025-06-10 17:40:00,2025-06-10,17,Tuesday,2025-06,Afternoon,Cirurgica II B,Central,Routine,Normal Flow,23,2,54,60,0,1,1,58,0
4443,2025-06-10 09:33:00,2025-06-10,9,Tuesday,2025-06,Morning,Cirurgica II A,Central,Routine,Normal Flow,28,2,53,60,0,1,1,53,0
4444,2025-06-10 14:29:00,2025-06-10,14,Tuesday,2025-06,Afternoon,Cirurgica II B,Urgencia,Routine,Normal Flow,10,1,48,60,0,1,1,80,1
4445,2025-06-10 07:05:00,2025-06-10,7,Tuesday,2025-06,Morning,Pronto Socorro,Satelite B,Routine,High Demand,24,2,60,60,0,1,1,64,0
4446,2025-06-10 12:30:00,2025-06-10,12,Tuesday,2025-06,Afternoon,Clinica Medica A,Satelite A,Routine,Normal Flow,10,2,21,60,0,1,1,26,0
4447,2025-06-10 13:34:00,2025-06-10,13,Tuesday,2025-06,Afternoon,Oncologia,Satelite A,Urgent,Normal Flow,9,3,25,60,0,1,1,31,0
4448,2025-06-10 11:43:00,2025-06-10,11,Tuesday,2025-06,Morning,Maternidade,Central,Routine,Normal Flow,10,2,32,60,0,1,1,41,0
4449,2025-06-10 13:34:00,2025-06-10,13,Tuesday,2025-06,Afternoon,Clinica Medica A,Central,Urgent,Stock Check,15,2,37,60,0,1,1,43,0
4450,2025-06-10 11:54:00,2025-06-10,11,Tuesday,2025-06,Morning,Ortopedia,Central,Routine,Normal Flow,12,2,38,60,0,1,1,46,0
4451,2025-06-10 16:33:00,2025-06-10,16,Tuesday,2025-06,Afternoon,Ortopedia,Satelite B,Urgent,Normal Flow,16,2,42,60,0,1,1,40,0
4452,2025-06-10 15:10:00,2025-06-10,15,Tuesday,2025-06,Afternoon,Clinica Medica B,Central,Routine,Staff Shortage,19,1,63,60,1,0,1,64,0
4453,2025-06-10 07:15:00,2025-06-10,7,Tuesday,2025-06,Morning,Clinica Medica B,Satelite A,Urgent,Stock Check,25,3,53,60,0,1,1,73,0
4454,2025-06-10 16:41:00,2025-06-10,16,Tuesday,2025-06,Afternoon,Clinica Medica A,Central,Routine,High Demand,29,2,72,60,1,0,1,109,1
4455,2025-06-10 13:49:00,2025-06-10,13,Tuesday,2025-06,Afternoon,Clinica Medica B,Satelite B,Routine,Normal Flow,16,2,51,60,0,1,1,64,0
4456,2025-06-10 19:05:00,2025-06-10,19,Tuesday,2025-06,Night,Pronto Socorro,Central,Urgent,High Demand,32,2,71,60,1,0,1,69,0
4457,2025-06-10 07:20:00,2025-06-10,7,Tuesday,2025-06,Morning,Cirurgica II B,Central,Urgent,Stock Check,21,2,47,60,0,1,1,63,0
4458,2025-06-10 06:15:00,2025-06-10,6,Tuesday,2025-06,Morning,Clinica Medica A,Satelite B,Routine,Normal Flow,13,3,33,60,0,1,1,24,0
4459,2025-06-10 11:15:00,2025-06-10,11,Tuesday,2025-06,Morning,Clinica Medica B,Satelite A,Urgent,Stock Check,27,2,52,60,0,1,1,52,0
4460,2025-06-10 18:13:00,2025-06-10,18,Tuesday,2025-06,Night,Pronto Socorro,Satelite A,Routine,System Delay,34,2,69,60,1,0,1,97,1
4461,2025-06-10 17:05:00,2025-06-10,17,Tuesday,2025-06,Afternoon,Clinica Medica A,Central,Routine,Stock Check,21,1,70,60,1,0,1,80,1
4462,2025-06-10 09:45:00,2025-06-10,9,Tuesday,2025-06,Morning,Oncologia,Urgencia,Urgent,Normal Flow,8,4,27,60,0,1,1,35,0
4463,2025-06-10 12:23:00,2025-06-10,12,Tuesday,2025-06,Afternoon,Cirurgica II B,Urgencia,Routine,Normal Flow,9,4,30,60,0,1,1,49,0
4464,2025-06-11 15:15:00,2025-06-11,15,Wednesday,2025-06,Afternoon,Oncologia,Central,Routine,Normal Flow,16,1,51,60,0,1,1,70,0
4465,2025-06-11 14:45:00,2025-06-11,14,Wednesday,2025-06,Afternoon,Clinica Medica B,Central,Urgent,Normal Flow,13,3,39,60,0,1,1,47,0
4466,2025-06-11 12:55:00,2025-06-11,12,Wednesday,2025-06,Afternoon,Cirurgica II B,Satelite A,Stat,Normal Flow,10,3,34,60,0,1,1,54,0
4467,2025-06-11 09:06:00,2025-06-11,9,Wednesday,2025-06,Morning,Ortopedia,Central,Urgent,Normal Flow,15,3,34,60,0,1,1,45,0
4468,2025-06-11 19:55:00,2025-06-11,19,Wednesday,2025-06,Night,Pronto Socorro,Central,Routine,High Demand,32,1,70,60,1,0,1,54,0
4469,2025-06-11 16:49:00,2025-06-11,16,Wednesday,2025-06,Afternoon,Ortopedia,Central,Urgent,High Demand,21,2,50,60,0,1,1,74,0
4470,2025-06-11 17:31:00,2025-06-11,17,Wednesday,2025-06,Afternoon,Pronto Socorro,Satelite A,Urgent,Normal Flow,18,2,48,60,0,1,1,74,0
4471,2025-06-11 18:47:00,2025-06-11,18,Wednesday,2025-06,Night,Pronto Socorro,Urgencia,Stat,Stock Check,22,2,57,60,0,1,1,66,0
4472,2025-06-11 18:40:00,2025-06-11,18,Wednesday,2025-06,Night,Cirurgica II A,Urgencia,Routine,Stock Check,21,3,44,60,0,1,1,38,0
4473,2025-06-11 14:34:00,2025-06-11,14,Wednesday,2025-06,Afternoon,Cirurgica II A,Central,Urgent,Normal Flow,18,2,46,60,0,1,1,65,0
4474,2025-06-11 10:10:00,2025-06-11,10,Wednesday,2025-06,Morning,Pronto Socorro,Central,Routine,High Demand,30,1,61,60,1,0,1,88,1
4475,2025-06-11 09:33:00,2025-06-11,9,Wednesday,2025-06,Morning,Clinica Medica A,Satelite A,Stat,High Demand,18,1,38,60,0,1,1,42,0
4476,2025-06-11 08:27:00,2025-06-11,8,Wednesday,2025-06,Morning,Pronto Socorro,Urgencia,Routine,High Demand,29,3,58,60,0,1,1,94,1
4477,2025-06-11 09:36:00,2025-06-11,9,Wednesday,2025-06,Morning,Pediatria,Satelite A,Routine,Normal Flow,6,3,18,60,0,1,1,30,0
4478,2025-06-11 12:06:00,2025-06-11,12,Wednesday,2025-06,Afternoon,Oncologia,Central,Routine,Normal Flow,13,2,34,60,0,1,1,46,0
4479,2025-06-11 16:11:00,2025-06-11,16,Wednesday,2025-06,Afternoon,Pronto Socorro,Central,Routine,System Delay,35,1,101,60,1,0,1,93,1
4480,2025-06-11 14:32:00,2025-06-11,14,Wednesday,2025-06,Afternoon,Pronto Socorro,Satelite A,Urgent,Stock Check,33,1,100,60,1,0,1,98,1
4481,2025-06-11 19:03:00,2025-06-11,19,Wednesday,2025-06,Night,Pronto Socorro,Urgencia,Routine,High Demand,17,2,47,60,0,1,1,68,0
4482,2025-06-11 18:29:00,2025-06-11,18,Wednesday,2025-06,Night,Cirurgica II B,Central,Routine,Normal Flow,23,2,40,60,0,1,1,40,0
4483,2025-06-11 15:00:00,2025-06-11,15,Wednesday,2025-06,Afternoon,Cirurgica II B,Central,Urgent,Normal Flow,10,2,47,60,0,1,1,67,0
4484,2025-06-11 10:14:00,2025-06-11,10,Wednesday,2025-06,Morning,Clinica Medica B,Central,Urgent,High Demand,21,2,46,60,0,1,1,54,0
4485,2025-06-11 14:59:00,2025-06-11,14,Wednesday,2025-06,Afternoon,Clinica Medica B,Urgencia,Routine,Normal Flow,11,3,38,60,0,1,1,73,0
4486,2025-06-11 16:05:00,2025-06-11,16,Wednesday,2025-06,Afternoon,Clinica Medica B,Central,Routine,High Demand,11,3,47,60,0,1,1,71,0
4487,2025-06-11 09:10:00,2025-06-11,9,Wednesday,2025-06,Morning,Clinica Medica A,Urgencia,Routine,Normal Flow,9,1,25,60,0,1,1,46,0
4488,2025-06-11 18:31:00,2025-06-11,18,Wednesday,2025-06,Night,Oncologia,Satelite B,Routine,Normal Flow,7,3,24,60,0,1,1,31,0
4489,2025-06-11 15:49:00,2025-06-11,15,Wednesday,2025-06,Afternoon,Cirurgica II A,Satelite B,Urgent,High Demand,27,1,88,60,1,0,1,83,1
4490,2025-06-11 14:28:00,2025-06-11,14,Wednesday,2025-06,Afternoon,Clinica Medica A,Central,Routine,Stock Check,18,3,41,60,0,1,1,68,0
4491,2025-06-11 14:06:00,2025-06-11,14,Wednesday,2025-06,Afternoon,Pronto Socorro,Satelite B,Routine,High Demand,21,1,64,60,1,0,1,76,1
4492,2025-06-11 20:37:00,2025-06-11,20,Wednesday,2025-06,Night,UTI Adulto,Central,Stat,System Delay,28,2,67,60,1,0,1,79,1
4493,2025-06-11 15:49:00,2025-06-11,15,Wednesday,2025-06,Afternoon,Clinica Medica B,Central,Stat,Normal Flow,15,2,44,60,0,1,1,62,0
4494,2025-06-11 13:39:00,2025-06-11,13,Wednesday,2025-06,Afternoon,Clinica Medica B,Central,Routine,Stock Check,10,3,36,60,0,1,1,47,0
4495,2025-06-12 18:00:00,2025-06-12,18,Thursday,2025-06,Night,Pronto Socorro,Central,Stat,Stock Check,18,2,55,60,0,1,1,67,0
4496,2025-06-12 11:44:00,2025-06-12,11,Thursday,2025-06,Morning,Oncologia,Urgencia,Stat,High Demand,8,2,40,60,0,1,1,54,0
4497,2025-06-12 16:08:00,2025-06-12,16,Thursday,2025-06,Afternoon,Cirurgica II B,Central,Urgent,Stock Check,13,2,42,60,0,1,1,73,0
4498,2025-06-12 08:00:00,2025-06-12,8,Thursday,2025-06,Morning,Pronto Socorro,Central,Routine,High Demand,31,3,61,60,1,0,1,52,0
4499,2025-06-12 14:46:00,2025-06-12,14,Thursday,2025-06,Afternoon,Clinica Medica A,Satelite A,Stat,Normal Flow,14,2,40,60,0,1,1,54,0
4500,2025-06-12 14:53:00,2025-06-12,14,Thursday,2025-06,Afternoon,Maternidade,Central,Urgent,Stock Check,10,1,51,60,0,1,1,85,1
4501,2025-06-12 11:38:00,2025-06-12,11,Thursday,2025-06,Morning,Cirurgica II B,Central,Routine,Normal Flow,22,2,55,60,0,1,1,51,0
4502,2025-06-12 15:47:00,2025-06-12,15,Thursday,2025-06,Afternoon,Cirurgica II B,Central,Routine,System Delay,22,4,68,60,1,0,1,47,0
4503,2025-06-12 08:13:00,2025-06-12,8,Thursday,2025-06,Morning,Cirurgica II B,Central,Routine,Normal Flow,27,2,55,60,0,1,1,48,0
4504,2025-06-12 07:39:00,2025-06-12,7,Thursday,2025-06,Morning,Oncologia,Central,Routine,Normal Flow,12,3,42,60,0,1,1,41,0
4505,2025-06-12 12:07:00,2025-06-12,12,Thursday,2025-06,Afternoon,Ortopedia,Satelite B,Routine,Normal Flow,12,2,33,60,0,1,1,49,0
4506,2025-06-12 14:02:00,2025-06-12,14,Thursday,2025-06,Afternoon,Oncologia,Urgencia,Routine,Normal Flow,18,1,47,60,0,1,1,59,0
4507,2025-06-12 14:32:00,2025-06-12,14,Thursday,2025-06,Afternoon,Oncologia,Satelite B,Routine,Stock Check,16,3,39,60,0,1,1,37,0
4508,2025-06-12 14:47:00,2025-06-12,14,Thursday,2025-06,Afternoon,Pronto Socorro,Satelite B,Routine,High Demand,27,2,62,60,1,0,1,48,0
4509,2025-06-12 16:52:00,2025-06-12,16,Thursday,2025-06,Afternoon,UTI Adulto,Satelite A,Routine,Normal Flow,13,3,37,60,0,1,1,52,0
4510,2025-06-12 17:29:00,2025-06-12,17,Thursday,2025-06,Afternoon,Clinica Medica A,Satelite B,Routine,High Demand,29,1,82,60,1,0,1,118,1
4511,2025-06-12 17:05:00,2025-06-12,17,Thursday,2025-06,Afternoon,Pronto Socorro,Central,Routine,Staff Shortage,34,4,74,60,1,0,1,70,0
4512,2025-06-12 18:52:00,2025-06-12,18,Thursday,2025-06,Night,UTI Adulto,Central,Routine,Normal Flow,9,2,32,60,0,1,1,46,0
4513,2025-06-12 11:53:00,2025-06-12,11,Thursday,2025-06,Morning,Ortopedia,Central,Routine,Normal Flow,20,1,50,60,0,1,1,53,0
4514,2025-06-12 16:00:00,2025-06-12,16,Thursday,2025-06,Afternoon,Pediatria,Satelite A,Routine,Normal Flow,9,1,40,60,0,1,1,41,0
4515,2025-06-12 10:12:00,2025-06-12,10,Thursday,2025-06,Morning,Cirurgica II B,Satelite A,Stat,High Demand,15,2,43,60,0,1,1,49,0
4516,2025-06-12 16:06:00,2025-06-12,16,Thursday,2025-06,Afternoon,Maternidade,Urgencia,Urgent,Normal Flow,11,3,45,60,0,1,1,58,0
4517,2025-06-12 12:28:00,2025-06-12,12,Thursday,2025-06,Afternoon,Cirurgica II A,Central,Routine,High Demand,32,2,71,60,1,0,1,92,1
4518,2025-06-12 16:55:00,2025-06-12,16,Thursday,2025-06,Afternoon,Clinica Medica B,Central,Urgent,Normal Flow,17,3,50,60,0,1,1,67,0
